,S1-value2,S1-value3,S1-value4,S2-value2,S2-value3,S2-value4,S3-value2,S3-value3,S3-value4,S0-value2,S0-value3,S0-value4,Y
0,18586.0,40985.0,31604.0,20039.0,40982.0,30840.0,2785.0,40979.0,39552.0,2451.0,17.0,39711.0,1
1,19028.0,40980.0,31409.0,20162.0,40980.0,30785.0,2707.0,40979.0,39589.0,2462.0,13.0,39704.0,1
2,19054.0,40980.0,31395.0,20158.0,40983.0,30785.0,2781.0,40980.0,39550.0,2458.0,12.0,39708.0,1
3,19034.0,40983.0,31404.0,20086.0,40982.0,30822.0,2851.0,40979.0,39518.0,2443.0,16.0,39719.0,1
4,18965.0,40981.0,31436.0,20017.0,40980.0,30856.0,2807.0,40980.0,39541.0,2446.0,17.0,39716.0,1
5,18961.0,40979.0,31444.0,20045.0,40982.0,30843.0,2753.0,40980.0,39567.0,2440.0,15.0,39717.0,1
6,18947.0,40979.0,31448.0,20038.0,40981.0,30845.0,2725.0,40978.0,39580.0,2424.0,15.0,39728.0,1
7,18950.0,40980.0,31447.0,20054.0,40979.0,30837.0,2693.0,40982.0,39595.0,2428.0,13.0,39721.0,1
8,18959.0,40978.0,31440.0,20075.0,40977.0,30829.0,2721.0,40978.0,39580.0,2426.0,15.0,39726.0,1
9,18908.0,40980.0,31468.0,19988.0,40979.0,30873.0,2773.0,40979.0,39556.0,2415.0,14.0,39737.0,1
10,18861.0,40979.0,31489.0,19931.0,40983.0,30899.0,2732.0,40978.0,39576.0,2427.0,13.0,39726.0,1
11,18884.0,40979.0,31479.0,19980.0,40980.0,30877.0,2684.0,40978.0,39603.0,2416.0,15.0,39727.0,1
12,18867.0,40979.0,31487.0,19977.0,40979.0,30880.0,2652.0,40979.0,39613.0,2405.0,14.0,39737.0,1
13,18865.0,40978.0,31486.0,19993.0,40981.0,30869.0,2614.0,40981.0,39640.0,2405.0,10.0,39733.0,1
14,18884.0,40980.0,31478.0,20016.0,40980.0,30855.0,2648.0,40981.0,39618.0,2407.0,16.0,39734.0,1
15,18865.0,40981.0,31487.0,19953.0,40983.0,30889.0,2719.0,40980.0,39584.0,2414.0,16.0,39729.0,1
16,18824.0,40979.0,31509.0,19870.0,40980.0,30933.0,2744.0,40974.0,39568.0,2400.0,10.0,39738.0,1
17,18725.0,40982.0,31559.0,19779.0,40979.0,30976.0,2674.0,40979.0,39606.0,2384.0,14.0,39747.0,1
18,18690.0,40982.0,31576.0,19756.0,40983.0,30987.0,2613.0,40979.0,39636.0,2381.0,15.0,39749.0,1
19,18719.0,40981.0,31563.0,19809.0,40979.0,30960.0,2592.0,40980.0,39646.0,2377.0,14.0,39747.0,1
20,18759.0,40977.0,31541.0,19873.0,40977.0,30930.0,2587.0,40981.0,39646.0,2391.0,11.0,39741.0,1
21,18756.0,40981.0,31543.0,19844.0,40982.0,30942.0,2614.0,40978.0,39636.0,2399.0,15.0,39738.0,1
22,18741.0,40978.0,31552.0,19810.0,40981.0,30963.0,2667.0,40979.0,39610.0,2396.0,19.0,39740.0,1
23,18714.0,40983.0,31565.0,19760.0,40981.0,30988.0,2692.0,40979.0,39598.0,2391.0,15.0,39741.0,1
24,18660.0,40980.0,31590.0,19713.0,40983.0,31008.0,2658.0,40979.0,39615.0,2381.0,13.0,39748.0,1
25,18667.0,40982.0,31588.0,19754.0,40982.0,30992.0,2606.0,40975.0,39640.0,2381.0,16.0,39743.0,1
26,18704.0,40978.0,31569.0,19807.0,40985.0,30963.0,2602.0,40979.0,39642.0,2365.0,16.0,39755.0,1
27,18686.0,40980.0,31580.0,19786.0,40980.0,30973.0,2594.0,40981.0,39645.0,2355.0,17.0,39760.0,1
28,18658.0,40978.0,31592.0,19752.0,40983.0,30990.0,2585.0,40978.0,39650.0,2362.0,16.0,39757.0,1
29,18643.0,40981.0,31599.0,19704.0,40980.0,31017.0,2636.0,40980.0,39625.0,2362.0,13.0,39757.0,1
30,18602.0,40980.0,31621.0,19666.0,40982.0,31033.0,2609.0,40977.0,39637.0,2378.0,10.0,39748.0,1
31,18682.0,40981.0,31577.0,19770.0,40981.0,30983.0,2603.0,40980.0,39642.0,2378.0,14.0,39748.0,1
32,18661.0,40983.0,31593.0,19775.0,40980.0,30977.0,2574.0,40978.0,39652.0,2386.0,14.0,39741.0,1
33,18684.0,40980.0,31579.0,19825.0,40979.0,30956.0,2554.0,40979.0,39666.0,2375.0,14.0,39751.0,1
34,18700.0,40978.0,31569.0,19834.0,40980.0,30951.0,2602.0,40980.0,39641.0,2369.0,19.0,39752.0,1
35,18662.0,40979.0,31593.0,19764.0,40982.0,30987.0,2626.0,40981.0,39628.0,2344.0,14.0,39766.0,1
36,18609.0,40983.0,31617.0,19703.0,40980.0,31013.0,2585.0,40979.0,39646.0,2347.0,11.0,39765.0,1
37,18613.0,40979.0,31615.0,19733.0,40981.0,30999.0,2524.0,40977.0,39681.0,7457.0,15.0,37180.0,1
38,41954.0,40986.0,19889.0,46741.0,40987.0,17384.0,10879.0,40979.0,35502.0,7471.0,15.0,37185.0,1
39,41952.0,40982.0,19896.0,46627.0,40985.0,17454.0,10824.0,40979.0,35528.0,7482.0,13.0,37175.0,1
40,41940.0,40987.0,19903.0,46624.0,40986.0,17459.0,10821.0,40980.0,35528.0,7501.0,13.0,37168.0,1
41,42001.0,40989.0,19871.0,46691.0,40986.0,17426.0,10841.0,40978.0,35520.0,7495.0,15.0,37170.0,1
42,41974.0,40985.0,19884.0,46657.0,40985.0,17443.0,10819.0,40981.0,35530.0,7521.0,16.0,37157.0,1
43,42035.0,40985.0,19856.0,46716.0,40985.0,17413.0,10851.0,40977.0,35514.0,7529.0,12.0,37152.0,1
44,42052.0,40985.0,19847.0,46731.0,40985.0,17406.0,10856.0,40982.0,35513.0,7565.0,13.0,37136.0,1
45,42151.0,40986.0,19795.0,46841.0,40985.0,17351.0,10906.0,40981.0,35486.0,7608.0,18.0,37113.0,1
46,42281.0,40981.0,19727.0,46972.0,40985.0,17284.0,10954.0,40978.0,35461.0,7596.0,12.0,37121.0,1
47,42227.0,40985.0,19760.0,46918.0,40982.0,17314.0,10948.0,40979.0,35464.0,7654.0,15.0,37091.0,1
48,42429.0,40981.0,19656.0,47117.0,40985.0,17213.0,11034.0,40978.0,35424.0,7678.0,12.0,37081.0,1
49,42485.0,40985.0,19627.0,47167.0,40985.0,17187.0,11047.0,40981.0,35418.0,7656.0,14.0,37089.0,1
50,42410.0,40988.0,19664.0,47097.0,40986.0,17224.0,11022.0,40975.0,35430.0,7658.0,17.0,37090.0,1
51,42408.0,40987.0,19666.0,47088.0,40987.0,17228.0,11024.0,40980.0,35429.0,7684.0,17.0,37076.0,1
52,42473.0,40986.0,19631.0,47162.0,40983.0,17190.0,11068.0,40980.0,35404.0,7719.0,14.0,37059.0,1
53,42560.0,40984.0,19587.0,47248.0,40986.0,17148.0,11101.0,40982.0,35388.0,7716.0,12.0,37060.0,1
54,42557.0,40985.0,19591.0,47243.0,40989.0,17151.0,11116.0,40980.0,35383.0,7701.0,17.0,37069.0,1
55,42510.0,40987.0,19612.0,47195.0,40984.0,17174.0,11090.0,40980.0,35394.0,7703.0,17.0,37066.0,1
56,42505.0,40986.0,19615.0,47194.0,40987.0,17177.0,11101.0,40979.0,35388.0,7680.0,13.0,37078.0,1
57,42432.0,40983.0,19654.0,47118.0,40983.0,17213.0,11070.0,40980.0,35404.0,7637.0,11.0,37099.0,1
58,42300.0,40989.0,19719.0,46989.0,40985.0,17277.0,11015.0,40979.0,35432.0,7685.0,15.0,37075.0,1
59,42491.0,40985.0,19625.0,47166.0,40986.0,17190.0,11116.0,40980.0,35383.0,7700.0,17.0,37068.0,1
60,42528.0,40987.0,19603.0,47206.0,40985.0,17168.0,11129.0,40978.0,35377.0,7726.0,12.0,37055.0,1
61,42611.0,40986.0,19560.0,47282.0,40986.0,17131.0,11171.0,40980.0,35350.0,7751.0,13.0,37042.0,1
62,42703.0,40984.0,19516.0,47362.0,40987.0,17088.0,11231.0,40982.0,35324.0,7735.0,15.0,37050.0,1
63,42671.0,40986.0,19532.0,47333.0,40988.0,17105.0,11208.0,40976.0,35336.0,7706.0,15.0,37063.0,1
64,42562.0,40984.0,19586.0,47238.0,40985.0,17152.0,11172.0,40979.0,35353.0,7723.0,16.0,37056.0,1
65,42601.0,40986.0,19564.0,49355.0,40984.0,16108.0,18080.0,40978.0,31897.0,9422.0,12.0,36199.0,1
66,45770.0,40983.0,17966.0,49344.0,40986.0,16112.0,18087.0,40982.0,31891.0,9445.0,14.0,36189.0,1
67,45775.0,40985.0,17977.0,49351.0,40982.0,16110.0,18094.0,40980.0,31890.0,9461.0,17.0,36182.0,1
68,45789.0,40982.0,17966.0,49362.0,40984.0,16107.0,18119.0,40977.0,31877.0,9462.0,14.0,36179.0,1
69,45804.0,40983.0,17959.0,49362.0,40984.0,16108.0,18113.0,40982.0,31880.0,9472.0,13.0,36176.0,1
70,45804.0,40986.0,17958.0,49378.0,40989.0,16096.0,18125.0,40979.0,31875.0,9474.0,16.0,36174.0,1
71,45814.0,40985.0,17951.0,49350.0,40984.0,16110.0,18120.0,40981.0,31876.0,9470.0,13.0,36176.0,1
72,45784.0,40983.0,17969.0,49337.0,40985.0,16118.0,18126.0,40977.0,31875.0,9461.0,18.0,36181.0,1
73,45773.0,40988.0,17973.0,49326.0,40983.0,16121.0,18129.0,40981.0,31873.0,9457.0,12.0,36180.0,1
74,45764.0,40983.0,17978.0,49337.0,40984.0,16116.0,18131.0,40980.0,31874.0,9460.0,16.0,36181.0,1
75,45768.0,40985.0,17976.0,49310.0,40983.0,16130.0,18126.0,40982.0,31869.0,9453.0,12.0,36187.0,1
76,45741.0,40984.0,17990.0,49275.0,40987.0,16146.0,18124.0,40981.0,31877.0,9443.0,12.0,36190.0,1
77,45703.0,40985.0,18008.0,49296.0,40985.0,16136.0,18132.0,40982.0,31870.0,9449.0,16.0,36186.0,1
78,45722.0,40988.0,18001.0,49284.0,40986.0,16142.0,18130.0,40981.0,31869.0,9453.0,16.0,36185.0,1
79,45713.0,40987.0,18002.0,49255.0,40984.0,16159.0,18095.0,40981.0,31888.0,9432.0,14.0,36195.0,1
80,45675.0,40983.0,18024.0,49238.0,40984.0,16166.0,18078.0,40979.0,31899.0,9426.0,16.0,36199.0,1
81,45663.0,40985.0,18030.0,49259.0,40985.0,16156.0,18091.0,40980.0,31890.0,9433.0,13.0,36196.0,1
82,45679.0,40986.0,18021.0,49286.0,40985.0,16142.0,18084.0,40982.0,31895.0,9442.0,14.0,36190.0,1
83,45714.0,40985.0,18006.0,49296.0,40986.0,16137.0,18076.0,40980.0,31898.0,9445.0,17.0,36190.0,1
84,45726.0,40986.0,17997.0,49250.0,40986.0,16161.0,18036.0,40983.0,31919.0,9425.0,14.0,36199.0,1
85,45672.0,40988.0,18024.0,49234.0,40983.0,16170.0,18035.0,40981.0,31919.0,9418.0,15.0,36204.0,1
86,45651.0,40984.0,18035.0,49203.0,40985.0,16183.0,18004.0,40978.0,31933.0,9407.0,15.0,36210.0,1
87,45618.0,40987.0,18052.0,49171.0,40984.0,16200.0,17979.0,40980.0,31947.0,9398.0,14.0,36213.0,1
88,45591.0,40986.0,18066.0,49167.0,40987.0,16198.0,17980.0,40980.0,31947.0,9393.0,17.0,36215.0,1
89,45580.0,40987.0,18074.0,49151.0,40986.0,16207.0,17964.0,40984.0,31954.0,9390.0,16.0,36218.0,1
90,45565.0,40987.0,18079.0,49147.0,40984.0,16209.0,17973.0,40983.0,31952.0,9386.0,16.0,36219.0,1
91,45562.0,40987.0,18083.0,49166.0,40983.0,16200.0,17972.0,40982.0,31952.0,9393.0,12.0,36214.0,1
92,45577.0,40984.0,18074.0,49151.0,40986.0,16209.0,17973.0,40979.0,31949.0,9394.0,11.0,36215.0,1
93,45556.0,40985.0,18084.0,49134.0,40985.0,16217.0,17991.0,40982.0,31941.0,9403.0,13.0,36210.0,1
94,45537.0,40987.0,18093.0,49147.0,40986.0,16211.0,18008.0,40980.0,31934.0,9413.0,15.0,36206.0,1
95,45551.0,40985.0,18084.0,49136.0,40984.0,16213.0,17995.0,40980.0,31938.0,9406.0,15.0,36209.0,1
96,45541.0,40984.0,18092.0,49118.0,40985.0,16225.0,17986.0,40980.0,31944.0,9398.0,14.0,36214.0,1
97,45516.0,40988.0,18103.0,35650.0,40984.0,22957.0,2646.0,40982.0,39619.0,4594.0,17.0,38628.0,1
98,30708.0,40983.0,25541.0,35749.0,40983.0,22921.0,2632.0,40982.0,39625.0,4623.0,12.0,38619.0,1
99,30908.0,40984.0,25450.0,35792.0,40985.0,22903.0,2632.0,40981.0,39629.0,4633.0,17.0,38612.0,1
100,30945.0,40980.0,25430.0,35819.0,40988.0,22888.0,2642.0,40978.0,39620.0,4633.0,16.0,38614.0,1
101,30966.0,40980.0,25421.0,35863.0,40987.0,22863.0,2635.0,40982.0,39624.0,4639.0,15.0,38605.0,1
102,30992.0,40982.0,25408.0,35909.0,40986.0,22840.0,2630.0,40978.0,39628.0,4641.0,16.0,38609.0,1
103,31041.0,40983.0,25383.0,35947.0,40985.0,22822.0,2616.0,40980.0,39633.0,4645.0,14.0,38606.0,1
104,31069.0,40982.0,25368.0,35997.0,40984.0,22797.0,2626.0,40981.0,39628.0,4645.0,13.0,38607.0,1
105,31104.0,40982.0,25353.0,36025.0,40985.0,22786.0,2610.0,40981.0,39637.0,4643.0,14.0,38611.0,1
106,31132.0,40978.0,25337.0,36054.0,40986.0,22773.0,2611.0,40982.0,39634.0,4647.0,16.0,38607.0,1
107,31144.0,40981.0,25331.0,36090.0,40985.0,22752.0,2603.0,40979.0,39642.0,4649.0,13.0,38604.0,1
108,31184.0,40986.0,25313.0,36102.0,40985.0,22747.0,2606.0,40979.0,39636.0,4646.0,13.0,38605.0,1
109,31179.0,40982.0,25316.0,36132.0,40986.0,22730.0,2607.0,40978.0,39637.0,4655.0,13.0,38604.0,1
110,31215.0,40984.0,25297.0,36174.0,40987.0,22712.0,2595.0,40980.0,39643.0,4655.0,15.0,38600.0,1
111,31245.0,40986.0,25282.0,36222.0,40984.0,22687.0,2591.0,40981.0,39645.0,4664.0,15.0,38594.0,1
112,31277.0,40982.0,25264.0,36261.0,40981.0,22663.0,2578.0,40979.0,39651.0,4657.0,18.0,38601.0,1
113,31296.0,40983.0,25255.0,36313.0,40985.0,22639.0,2576.0,40979.0,39652.0,4663.0,14.0,38599.0,1
114,31332.0,40983.0,25242.0,36340.0,40988.0,22625.0,2578.0,40982.0,39653.0,4666.0,14.0,38595.0,1
115,31350.0,40980.0,25228.0,36334.0,40983.0,22631.0,2592.0,40979.0,39644.0,4670.0,17.0,38594.0,1
116,31358.0,40984.0,25225.0,36372.0,40984.0,22609.0,2584.0,40979.0,39649.0,4670.0,13.0,38596.0,1
117,31382.0,40983.0,25210.0,36381.0,40983.0,22607.0,2591.0,40978.0,39644.0,4665.0,13.0,38596.0,1
118,31393.0,40983.0,25207.0,36472.0,40987.0,22560.0,2575.0,40981.0,39659.0,4676.0,13.0,38587.0,1
119,31467.0,40984.0,25169.0,36517.0,40984.0,22534.0,2576.0,40979.0,39652.0,4673.0,14.0,38592.0,1
120,31491.0,40982.0,25157.0,36563.0,40983.0,22512.0,2566.0,40980.0,39658.0,4680.0,18.0,38586.0,1
121,31528.0,40981.0,25137.0,36627.0,40984.0,22478.0,2563.0,40981.0,39663.0,4685.0,13.0,38585.0,1
122,31581.0,40985.0,25110.0,36614.0,40987.0,22485.0,2574.0,40981.0,39654.0,4685.0,18.0,38587.0,1
123,31568.0,40986.0,25117.0,49671.0,40987.0,15943.0,9523.0,40980.0,36177.0,4682.0,16.0,38591.0,1
124,46943.0,40987.0,17392.0,49863.0,40982.0,15862.0,9635.0,40979.0,36121.0,6796.0,16.0,37516.0,1
125,47046.0,40987.0,17333.0,49847.0,40985.0,15872.0,9644.0,40979.0,36117.0,6918.0,13.0,37462.0,1
126,47033.0,40986.0,17340.0,49875.0,40987.0,15856.0,9671.0,40979.0,36104.0,6912.0,15.0,37464.0,1
127,47060.0,40986.0,17324.0,49832.0,40983.0,15879.0,9642.0,40977.0,36116.0,6943.0,14.0,37448.0,1
128,47017.0,40981.0,17346.0,49887.0,40985.0,15850.0,9679.0,40980.0,36098.0,6927.0,13.0,37458.0,1
129,47066.0,40987.0,17324.0,50072.0,40987.0,15760.0,9816.0,40980.0,36029.0,6959.0,13.0,37443.0,1
130,47226.0,40984.0,17244.0,50066.0,40986.0,15764.0,9812.0,40983.0,36033.0,7047.0,16.0,37398.0,1
131,47222.0,40984.0,17246.0,50174.0,40986.0,15713.0,9891.0,40976.0,35992.0,7042.0,14.0,37398.0,1
132,47325.0,40986.0,17194.0,50350.0,40984.0,15630.0,10029.0,40977.0,35926.0,7100.0,15.0,37372.0,1
133,47477.0,40984.0,17119.0,50343.0,40987.0,15631.0,10038.0,40980.0,35919.0,7193.0,13.0,37322.0,1
134,47473.0,40983.0,17120.0,50313.0,40983.0,15648.0,10034.0,40981.0,35922.0,7194.0,14.0,37324.0,1
135,47450.0,40984.0,17132.0,50596.0,40982.0,15515.0,10236.0,40978.0,35822.0,7188.0,17.0,37325.0,1
136,47615.0,40985.0,17048.0,51115.0,40983.0,15273.0,10630.0,40983.0,35626.0,7307.0,12.0,37265.0,1
137,48019.0,40982.0,16847.0,51184.0,40985.0,15243.0,10715.0,40979.0,35584.0,7554.0,13.0,37141.0,1
138,48091.0,40983.0,16812.0,51231.0,40985.0,15224.0,10777.0,40980.0,35549.0,7603.0,13.0,37115.0,1
139,48134.0,40987.0,16789.0,51183.0,40986.0,15245.0,10680.0,40978.0,35599.0,7658.0,13.0,37089.0,1
140,48085.0,40981.0,16815.0,51122.0,40985.0,15271.0,10611.0,40977.0,35635.0,7598.0,14.0,37121.0,1
141,48030.0,40982.0,16840.0,51047.0,40986.0,15306.0,10530.0,40980.0,35676.0,7551.0,17.0,37142.0,1
142,47959.0,40985.0,16876.0,50893.0,40981.0,15375.0,10359.0,40979.0,35760.0,7490.0,13.0,37172.0,1
143,47803.0,40982.0,16955.0,50800.0,40986.0,15417.0,10283.0,40977.0,35799.0,7382.0,11.0,37229.0,1
144,47719.0,40986.0,16995.0,50823.0,40987.0,15409.0,10323.0,40976.0,35777.0,7320.0,15.0,37261.0,1
145,47746.0,40988.0,16983.0,50795.0,40987.0,15416.0,10300.0,40978.0,35790.0,7337.0,17.0,37252.0,1
146,47717.0,40982.0,16994.0,50833.0,40983.0,15402.0,10351.0,40981.0,35764.0,7320.0,15.0,37260.0,1
147,47748.0,40984.0,16983.0,50877.0,40981.0,15381.0,10413.0,40983.0,35733.0,7353.0,16.0,37241.0,1
148,47797.0,40983.0,16956.0,50848.0,40983.0,15395.0,10397.0,40981.0,35742.0,7381.0,12.0,37228.0,1
149,47773.0,40984.0,16967.0,46924.0,40985.0,17311.0,8498.0,40977.0,36690.0,7370.0,15.0,37235.0,1
150,41990.0,40985.0,19870.0,47432.0,40986.0,17058.0,8751.0,40975.0,36564.0,6689.0,15.0,37575.0,1
151,42636.0,40985.0,19547.0,46913.0,40988.0,17316.0,8482.0,40979.0,36698.0,6842.0,16.0,37498.0,1
152,42086.0,40987.0,19825.0,47301.0,40984.0,17123.0,8707.0,40981.0,36586.0,6701.0,12.0,37570.0,1
153,42467.0,40984.0,19634.0,48514.0,40986.0,16521.0,9265.0,40978.0,36307.0,6783.0,14.0,37529.0,1
154,43824.0,40983.0,18951.0,47973.0,40988.0,16790.0,9037.0,40981.0,36421.0,7171.0,14.0,37333.0,1
155,43202.0,40986.0,19265.0,47444.0,40987.0,17054.0,8773.0,40981.0,36554.0,6978.0,14.0,37431.0,1
156,42632.0,40986.0,19549.0,47448.0,40988.0,17050.0,8791.0,40980.0,36543.0,6826.0,15.0,37508.0,1
157,42626.0,40982.0,19553.0,47991.0,40985.0,16782.0,9051.0,40979.0,36413.0,6800.0,12.0,37521.0,1
158,43234.0,40986.0,19248.0,48052.0,40987.0,16748.0,9086.0,40979.0,36396.0,6974.0,14.0,37434.0,1
159,43310.0,40982.0,19208.0,47840.0,40986.0,16858.0,8983.0,40978.0,36448.0,6992.0,13.0,37425.0,1
160,43066.0,40984.0,19330.0,47295.0,40986.0,17125.0,8710.0,40975.0,36583.0,6918.0,11.0,37461.0,1
161,42483.0,40983.0,19627.0,47852.0,40987.0,16850.0,8973.0,40981.0,36453.0,6761.0,12.0,37541.0,1
162,43085.0,40988.0,19322.0,48627.0,40987.0,16466.0,9347.0,40979.0,36265.0,6926.0,12.0,37457.0,1
163,43961.0,40984.0,18880.0,48543.0,40989.0,16508.0,9322.0,40978.0,36279.0,7193.0,14.0,37323.0,1
164,43863.0,40985.0,18930.0,48568.0,40983.0,16495.0,9342.0,40978.0,36270.0,7140.0,14.0,37350.0,1
165,43890.0,40983.0,18915.0,49319.0,40987.0,16130.0,9722.0,40978.0,36075.0,7145.0,15.0,37346.0,1
166,44779.0,40984.0,18467.0,49319.0,40984.0,16128.0,9736.0,40981.0,36070.0,7430.0,15.0,37203.0,1
167,44762.0,40985.0,18478.0,49325.0,40987.0,16126.0,9767.0,40979.0,36055.0,7413.0,18.0,37212.0,1
168,44769.0,40985.0,18475.0,49909.0,40989.0,15840.0,10110.0,40980.0,35885.0,7397.0,16.0,37220.0,1
169,45489.0,40982.0,18112.0,50307.0,40982.0,15652.0,10412.0,40979.0,35735.0,7646.0,16.0,37095.0,1
170,46010.0,40985.0,17848.0,50741.0,40985.0,15452.0,10754.0,40981.0,35562.0,7853.0,14.0,36990.0,1
171,46625.0,40986.0,17541.0,50856.0,40983.0,15397.0,10791.0,40979.0,35545.0,8148.0,14.0,36842.0,1
172,46751.0,40985.0,17477.0,50938.0,40985.0,15361.0,10856.0,40978.0,35510.0,8234.0,14.0,36799.0,1
173,46885.0,40983.0,17411.0,51011.0,40985.0,15327.0,11002.0,40977.0,35438.0,8323.0,16.0,36753.0,1
174,47016.0,40985.0,17345.0,51093.0,40984.0,15295.0,11130.0,40981.0,35375.0,8387.0,13.0,36723.0,1
175,47149.0,40986.0,17282.0,51332.0,40982.0,15211.0,11540.0,40978.0,35170.0,8442.0,13.0,36696.0,1
176,47734.0,40984.0,16987.0,51177.0,40985.0,15258.0,11209.0,40977.0,35333.0,8924.0,15.0,36451.0,1
177,47301.0,40983.0,17203.0,51129.0,40983.0,15279.0,11090.0,40979.0,35394.0,8573.0,15.0,36627.0,1
178,47205.0,40984.0,17251.0,46951.0,40987.0,17299.0,12309.0,40979.0,34783.0,8519.0,16.0,36655.0,1
179,40190.0,40982.0,20785.0,48480.0,40986.0,16538.0,13451.0,40977.0,34213.0,8050.0,12.0,36890.0,1
180,42012.0,40986.0,19862.0,47672.0,40984.0,16939.0,12688.0,40981.0,34594.0,8267.0,16.0,36781.0,1
181,40559.0,40984.0,20598.0,47697.0,40985.0,16927.0,12806.0,40979.0,34536.0,8747.0,15.0,36541.0,1
182,40568.0,40981.0,20593.0,47714.0,40987.0,16918.0,12669.0,40977.0,34607.0,8706.0,15.0,36560.0,1
183,40846.0,40988.0,20452.0,45067.0,40987.0,18238.0,11710.0,40981.0,35083.0,8802.0,14.0,36511.0,1
184,38042.0,40985.0,21864.0,47792.0,40986.0,16887.0,13399.0,40978.0,34239.0,8741.0,16.0,36544.0,1
185,41113.0,40987.0,20318.0,49258.0,40985.0,16159.0,14393.0,40977.0,33742.0,7915.0,17.0,36961.0,1
186,42709.0,40986.0,19516.0,49722.0,40985.0,15933.0,14591.0,40979.0,33641.0,8694.0,13.0,36568.0,1
187,43308.0,40985.0,19211.0,49584.0,40985.0,16005.0,14345.0,40979.0,33766.0,9445.0,16.0,36187.0,1
188,43672.0,40985.0,19030.0,48975.0,40986.0,16296.0,13949.0,40979.0,33964.0,9598.0,12.0,36110.0,1
189,42547.0,40983.0,19597.0,49639.0,40983.0,15979.0,15204.0,40980.0,33332.0,9228.0,16.0,36299.0,1
